Order Date,ONDC Order ID,Restaurant Name,Restaurant ID,Locality,Order Status,Order Total,Copay,Copay Amount,Net Bill Value,Total Container Charge,Total GST,Commission %,GST on commission %,TCS,TDS,GF Platform Fee,GST on GF Platform Fee,Self Delivery Charges,Delivery Discount,Total Payable to Merchant
2025-03-05T08:35:19.898Z,GF1067855131,GRILL FACTORY,GFFBRTGR1698734948,Munnekolal,Completed,296.20000000000005,,0,167,10,8.86,8,18%,0,0.177,23.7,4.27,0,0,148.86
2025-03-05T08:51:20.442Z,GF1020456857,GRILL FACTORY,GFFBRTGR1698734948,Kadugodi,Completed,231.56,,0,149,15,8.22,8,18%,0,0.164,18.52,3.33,0,0,141.98
2025-03-05T09:05:12.495Z,GF8348071897,GRILL FACTORY,GFFBRTGR1698734948,Prasanth Extension,Completed,213.70000000000002,,0,137,10,7.36,8,18%,0,0.147,17.1,3.08,0,0,126.68
2025-03-05T09:40:32.225Z,GF6697967546,GRILL FACTORY,GFFBRTGR1698734948,Near BTF RESTAURANT,Completed,201.8,,0,119,10,6.46,8,18%,0,0.129,16.14,2.91,0,0,109.82
2025-03-05T09:40:42.132Z,GF7886108715,GRILL FACTORY,GFFBRTGR1698734948,Marathali,Completed,364.70000000000005,,0,197,10,10.36,8,18%,0,0.20700000000000002,29.18,5.25,0,0,172.37
2025-03-05T09:59:47.405Z,GF1171678358,GRILL FACTORY,GFFBRTGR1698734948,Mahadevpura,Completed,530.5999999999999,,0,355,10,18.259999999999998,8,18%,0,0.365,42.45,7.64,0,0,314.55
2025-03-05T10:00:31.001Z,GF9383272936,GRILL FACTORY,GFFBRTGR1698734948,Whitefield,Completed,257.8,,0,179,10,9.46,8,18%,0,0.189,20.62,3.71,0,0,164.47
2025-03-05T10:01:56.308Z,GF4593887497,GRILL FACTORY,GFFBRTGR1698734948,Nallurhalli,Completed,362.59999999999997,,0,255,10,13.26,8,18%,0,0.265,29.01,5.22,0,0,230.51
2025-03-05T10:06:30.093Z,GF1410700038,GRILL FACTORY,GFFBRTGR1698734948,Behind Shell petrol bunk,Completed,231.56,,0,149,15,8.22,8,18%,0,0.164,18.52,3.33,0,0,141.98
2025-03-05T11:37:42.798Z,GF1139529561,GRILL FACTORY,GFFBRTGR1698734948,Ecc road,Completed,305.06,,0,224,10,11.719999999999999,8,18%,0,0.234,24.4,4.39,0,0,204.97
2025-03-05T11:45:29.418Z,GF2204133157,GRILL FACTORY,GFFBRTGR1698734948,Bengluru,Completed,417.41999999999996,,0,316,25,17.080000000000002,8,18%,0,0.341,33.39,6.01,0,0,301.25
2025-03-05T11:58:25.590Z,GF1562510141,GRILL FACTORY,GFFBRTGR1698734948,Near abooz restaurant,Completed,239.3,,0,149,10,7.96,8,18%,0,0.159,19.14,3.45,0,0,136.25
2025-03-05T12:56:28.576Z,GF2832187053,GRILL FACTORY,GFFBRTGR1698734948,"Happy vally, naidu layout, hopefarm",Completed,226.3,,0,149,10,7.96,8,18%,0,0.159,18.1,3.26,0,0,137.48
2025-03-05T13:01:45.608Z,GF9777386065,GRILL FACTORY,GFFBRTGR1698734948,Whitefield,Completed,226.3,,0,149,10,7.96,8,18%,0,0.159,18.1,3.26,0,0,137.48
2025-03-05T13:20:16.292Z,GF3804008814,GRILL FACTORY,GFFBRTGR1698734948,Nallur Halli,Completed,238.70000000000002,,0,137,10,7.36,8,18%,0,0.147,19.1,3.44,0,0,124.32
2025-03-05T13:22:33.667Z,GF3059459900,GRILL FACTORY,GFFBRTGR1698734948,Whitefiled,Completed,418.23999999999995,,0,298,20,15.9,8,18%,0,0.318,33.46,6.02,0,0,278.2
2025-03-05T13:41:56.799Z,GF5639329960,GRILL FACTORY,GFFBRTGR1698734948,Whitefield,Completed,248.76,,0,148,20,8.42,8,18%,0,0.168,19.9,3.58,0,0,144.35
2025-03-05T14:04:05.153Z,GF3559794573,GRILL FACTORY,GFFBRTGR1698734948,Prashanth layout,Completed,213.70000000000002,,0,137,10,7.36,8,18%,0,0.147,17.1,3.08,0,0,126.68
2025-03-05T14:12:56.237Z,GF1089090918,GRILL FACTORY,GFFBRTGR1698734948,"BEML Layout, Brookefield",Completed,277.3,,0,149,10,7.96,8,18%,0,0.159,22.18,3.99,0,0,132.66
2025-03-05T14:13:09.320Z,GF9746717698,GRILL FACTORY,GFFBRTGR1698734948,Hagadur Whitefield bangalore,Completed,362.79999999999995,,0,269,20,14.46,8,18%,0,0.289,29.02,5.22,0,0,254.46
2025-03-05T14:22:51.035Z,GF5134819768,GRILL FACTORY,GFFBRTGR1698734948,Kannamangala,Completed,277.3,,0,149,10,7.96,8,18%,0,0.159,22.18,3.99,0,0,132.66
2025-03-05T14:35:16.024Z,GF2460141097,GRILL FACTORY,GFFBRTGR1698734948,Near Nithya apartment,Completed,228.8,,0,89,0,4.46,8,18%,0,0.089,18.3,3.29,0,0,67.31
2025-03-05T15:14:09.757Z,GF9650746680,GRILL FACTORY,GFFBRTGR1698734948,Seegehali kadugodi,Completed,396.2,,0,287,10,14.86,8,18%,0,0.297,31.7,5.71,0,0,259.3
2025-03-05T15:15:41.188Z,GF8928497899,GRILL FACTORY,GFFBRTGR1698734948,Pattandur Aghahara main road,Completed,242.16,,0,136,20,7.82,8,18%,0,0.156,19.37,3.49,0,0,132.98
2025-03-05T15:42:04.853Z,GF4441739526,GRILL FACTORY,GFFBRTGR1698734948,"Bengaluru, Karnataka 560066, India",Completed,245.20000000000002,,0,167,10,8.86,8,18%,0,0.177,19.62,3.53,0,0,153.68
2025-03-05T15:44:14.793Z,GF5061668480,GRILL FACTORY,GFFBRTGR1698734948,Prithvi layout,Completed,268.3,,0,189,10,9.959999999999999,8,18%,0,0.199,21.46,3.86,0,0,173.47
2025-03-05T15:50:57.994Z,GF1653268288,GRILL FACTORY,GFFBRTGR1698734948,Near Sai homes,Completed,226.70000000000002,,0,137,10,7.36,8,18%,0,0.147,18.14,3.26,0,0,125.45
2025-03-05T15:55:50.177Z,GF3505693052,GRILL FACTORY,GFFBRTGR1698734948,"Maithri layout, near hopfarm function, 560067",Completed,371.2,,0,287,10,14.86,8,18%,0,0.297,29.7,5.35,0,0,261.66
2025-03-05T15:57:56.777Z,GF6704463580,GRILL FACTORY,GFFBRTGR1698734948,Doddenakundi,Completed,507.06,,0,334,20,17.72,8,18%,0,0.354,40.56,7.3,0,0,305.78
2025-03-05T16:12:32.834Z,GF6653557511,GRILL FACTORY,GFFBRTGR1698734948,Outer Circle,Completed,245.20000000000002,,0,167,10,8.86,8,18%,0,0.177,19.62,3.53,0,0,153.68
2025-03-05T16:14:40.049Z,GF1460412336,GRILL FACTORY,GFFBRTGR1698734948,"Near royal mart,Happy valley,Hopefarm,560066",Completed,298.76,,0,208,20,11.42,8,18%,0,0.228,23.9,4.3,0,0,199.57
2025-03-05T16:21:27.738Z,GF2791001790,GRILL FACTORY,GFFBRTGR1698734948,"5th cross Rd, SGP layout, Nagondanahalli",Completed,152.8,,0,89,0,4.46,8,18%,0,0.089,12.22,2.2,0,0,74.49
2025-03-05T16:32:56.989Z,GF8169500253,GRILL FACTORY,GFFBRTGR1698734948,DTP,Completed,293.06,,0,164,10,8.72,8,18%,0,0.17400000000000002,23.44,4.22,0,0,146.16
2025-03-05T16:39:54.552Z,GF1005910151,GRILL FACTORY,GFFBRTGR1698734948,After royal English school,Completed,347.46,,0,247,15,13.12,8,18%,0,0.262,27.8,5.0,0,0,228.94
2025-03-05T16:44:04.286Z,GF3417916726,GRILL FACTORY,GFFBRTGR1698734948,Near by hopefarm circle thalassery hotel,Completed,393.23999999999995,,0,298,20,15.9,8,18%,0,0.318,31.46,5.66,0,0,280.56
2025-03-05T16:53:59.974Z,GF1077542868,GRILL FACTORY,GFFBRTGR1698734948,Prashanth Layout,Completed,186.4,,0,111,10,6.0600000000000005,8,18%,0,0.121,14.91,2.68,0,0,103.28
2025-03-05T17:29:14.438Z,GF4588337541,GRILL FACTORY,GFFBRTGR1698734948,"Mythri layout, beside Vinayaka temple",Completed,257.8,,0,179,10,9.46,8,18%,0,0.189,20.62,3.71,0,0,164.47
2025-03-05T18:11:32.889Z,GF6695029185,GRILL FACTORY,GFFBRTGR1698734948,pattandur agrahara,Completed,264.3,,0,149,10,7.96,8,18%,0,0.159,21.14,3.81,0,0,133.89
2025-03-05T19:10:33.937Z,GF8775706640,GRILL FACTORY,GFFBRTGR1698734948,pattandur agrahara,Completed,264.3,,0,149,10,7.96,8,18%,0,0.159,21.14,3.81,0,0,133.89
2025-03-05T19:33:59.921Z,GF3687271434,GRILL FACTORY,GFFBRTGR1698734948,"Mathri layout, kadugudi",Completed,384.2,,0,287,10,14.86,8,18%,0,0.297,30.74,5.53,0,0,260.43
2025-03-05T19:40:22.119Z,GF8576542582,GRILL FACTORY,GFFBRTGR1698734948,Prashanth,Completed,226.70000000000002,,0,137,10,7.36,8,18%,0,0.147,18.14,3.26,0,0,125.45
2025-03-05T20:11:55.477Z,GF1036393487,GRILL FACTORY,GFFBRTGR1698734948,Channasandra,Completed,239.3,,0,149,10,7.96,8,18%,0,0.159,19.14,3.45,0,0,136.25
2025-03-06T06:46:30.333Z,GF6365749217,GRILL FACTORY,GFFBRTGR1698734948,Spice garden layout,Completed,354.8,,0,199,10,10.46,8,18%,0,0.209,28.38,5.11,0,0,175.3
2025-03-06T07:44:44.050Z,GF1109737806,GRILL FACTORY,GFFBRTGR1698734948,2nd cross Vibgyor High school road,Completed,538.74,,0,398,10,20.4,8,18%,0,0.40800000000000003,43.1,7.76,0,0,356.73
2025-03-06T08:23:07.628Z,GF7337475527,GRILL FACTORY,GFFBRTGR1698734948,Near BTF RESTAURANT,Completed,199,,0,118,15,6.66,8,18%,0,0.133,15.92,2.87,0,0,114.08
2025-03-06T08:53:54.329Z,GF7846973288,GRILL FACTORY,GFFBRTGR1698734948,7th cross Gandipura,Completed,278.8,,0,199,10,10.46,8,18%,0,0.209,22.3,4.01,0,0,182.47
2025-03-06T10:58:28.832Z,GF4101214770,GRILL FACTORY,GFFBRTGR1698734948,kvs layout,Completed,304,,0,223,10,11.66,8,18%,0,0.233,24.32,4.38,0,0,204.07
2025-03-06T13:49:15.890Z,GF9957576896,GRILL FACTORY,GFFBRTGR1698734948,Opposite DTDC courier services,Completed,353.74,,0,198,10,10.4,8,18%,0,0.20800000000000002,28.3,5.09,0,0,174.4
2025-03-06T14:18:18.359Z,GF5276146938,GRILL FACTORY,GFFBRTGR1698734948,Near cafe bistro behind royal mart,Completed,185.34,,0,110,10,6,8,18%,0,0.12,14.83,2.67,0,0,102.38
2025-03-06T14:29:34.449Z,GF6316838002,GRILL FACTORY,GFFBRTGR1698734948,"BEML Layout, Brookefield",Completed,286.74,,0,158,10,8.4,8,18%,0,0.168,22.94,4.13,0,0,140.76
2025-03-06T15:11:03.850Z,GF6682898480,GRILL FACTORY,GFFBRTGR1698734948,Kadugudi,Completed,241,,0,158,15,8.66,8,18%,0,0.17300000000000001,19.28,3.47,0,0,150.08
2025-03-06T15:17:08.849Z,GF7812038905,GRILL FACTORY,GFFBRTGR1698734948,Pattandur Agrahara,Completed,273.94,,0,182,10,9.6,8,18%,0,0.192,21.92,3.94,0,0,165.95
2025-03-06T15:21:25.343Z,GF4553848677,GRILL FACTORY,GFFBRTGR1698734948,Prashanth layout,Completed,328.14,,0,236,20,12.8,8,18%,0,0.256,26.25,4.73,0,0,224.77
2025-03-06T15:34:04.602Z,GF4713301803,GRILL FACTORY,GFFBRTGR1698734948,Whitefield,Completed,717.7,,0,597,30,31.36,8,18%,0,0.627,57.42,10.33,0,0,558.62
2025-03-06T15:37:08.081Z,GF1039768915,GRILL FACTORY,GFFBRTGR1698734948,"Krishnapa garden ,hoody",Completed,329.8,,0,199,10,10.46,8,18%,0,0.209,26.38,4.75,0,0,177.66
2025-03-06T15:50:09.242Z,GF7984379749,GRILL FACTORY,GFFBRTGR1698734948,Pattandur Agrahara,Completed,206.74,,0,118,10,6.4,8,18%,0,0.128,16.54,2.98,0,0,108.36
2025-03-06T16:53:39.796Z,GF4980089378,GRILL FACTORY,GFFBRTGR1698734948,Shantiniketan,Completed,513.8,,0,389,20,20.46,8,18%,0,0.40900000000000003,41.1,7.4,0,0,360.09
2025-03-06T17:19:09.628Z,GF1115235412,GRILL FACTORY,GFFBRTGR1698734948,Kaadugodi post,Completed,278.8,,0,199,10,10.46,8,18%,0,0.209,22.3,4.01,0,0,182.47
2025-03-06T17:34:27.359Z,GF1797836095,GRILL FACTORY,GFFBRTGR1698734948,Karumariamman temple street,Completed,273.94,,0,182,10,9.6,8,18%,0,0.192,21.92,3.94,0,0,165.95
2025-03-06T18:05:44.071Z,GF2743113973,GRILL FACTORY,GFFBRTGR1698734948,Kadugodi,Completed,317,,0,213,20,11.66,8,18%,0,0.233,25.36,4.56,0,0,202.84
2025-03-06T18:35:14.177Z,GF1125327735,GRILL FACTORY,GFFBRTGR1698734948,Haven world,Completed,323.3,,0,229,10,11.96,8,18%,0,0.23900000000000002,25.86,4.66,0,0,208.24
2025-03-06T18:44:59.523Z,GF1688203308,GRILL FACTORY,GFFBRTGR1698734948,Ambedkar Nagar,Completed,291.8,,0,199,10,10.46,8,18%,0,0.209,23.34,4.2,0,0,181.25
2025-03-06T19:57:59.351Z,GF1822827585,GRILL FACTORY,GFFBRTGR1698734948,"5th cross, AKG Colony, Channasandra",Completed,267.94,,0,182,10,9.6,8,18%,0,0.192,21.44,3.86,0,0,166.51
2025-03-06T20:32:13.050Z,GF4316568715,GRILL FACTORY,GFFBRTGR1698734948,Whitefield,Completed,285.8,,0,199,10,10.46,8,18%,0,0.209,22.86,4.12,0,0,181.81
2025-03-07T07:07:50.307Z,GF5237197800,GRILL FACTORY,GFFBRTGR1698734948,Whitefeild 560066,Completed,804.88,,0,675,35,35.54,8,18%,0,0.71,64.39,11.59,0,0,633.31
2025-03-07T07:10:52.369Z,GF4804797535,GRILL FACTORY,GFFBRTGR1698734948,Whitefield,Completed,278.8,,0,199,10,10.46,8,18%,0,0.209,22.3,4.01,0,0,182.47
2025-03-07T08:27:16.999Z,GF7922991989,GRILL FACTORY,GFFBRTGR1698734948,Whitefield,Completed,565.46,,0,457,25,24.12,8,18%,0,0.482,45.24,8.14,0,0,428.14
2025-03-07T10:36:08.442Z,GF1064107209,GRILL FACTORY,GFFBRTGR1698734948,Near BTF RESTAURANT,Completed,199,,0,118,15,6.66,8,18%,0,0.133,15.92,2.87,0,0,114.08
2025-03-07T11:27:43.604Z,GF1017029152,GRILL FACTORY,GFFBRTGR1698734948,Opp hill side layout kitchen,Completed,227.34,,0,150,10,8,8,18%,0,0.16,18.19,3.27,0,0,138.38
2025-03-07T11:33:19.992Z,GF1160731815,GRILL FACTORY,GFFBRTGR1698734948,Near Bayuga Bakery,Completed,178,,0,103,10,5.66,8,18%,0,0.113,14.24,2.56,0,0,96.08
2025-03-07T11:45:40.961Z,GF5955731984,GRILL FACTORY,GFFBRTGR1698734948,Whitefield,Completed,278.8,,0,199,10,10.46,8,18%,0,0.209,22.3,4.01,0,0,182.47
2025-03-07T11:57:59.280Z,GF3047770791,GRILL FACTORY,GFFBRTGR1698734948,Near JMJ Studio,Completed,296.65999999999997,,0,206,20,11.32,8,18%,0,0.226,23.73,4.27,0,0,197.77
2025-03-07T13:36:03.673Z,GF1101345282,GRILL FACTORY,GFFBRTGR1698734948,"Hopeform, whitefeild",Completed,498.23999999999995,,0,398,20,20.9,8,18%,0,0.418,39.86,7.17,0,0,370.55
2025-03-07T13:46:41.418Z,GF3556990246,GRILL FACTORY,GFFBRTGR1698734948,"Happy vally, naidu layout, hopefarm",Completed,268.94,,0,182,10,9.6,8,18%,0,0.192,21.52,3.87,0,0,166.42
2025-03-07T13:51:24.249Z,GF6079761744,GRILL FACTORY,GFFBRTGR1698734948,Bengluru,Completed,260.94,,0,182,10,9.6,8,18%,0,0.192,20.88,3.76,0,0,167.18
2025-03-07T14:37:45.146Z,GF1124847182,GRILL FACTORY,GFFBRTGR1698734948,Munnekolal,Completed,355,,0,223,10,11.66,8,18%,0,0.233,28.4,5.11,0,0,199.25
2025-03-07T14:48:32.078Z,GF3104286941,GRILL FACTORY,GFFBRTGR1698734948,Prashanth extension kadugodi,Completed,193.74,,0,118,10,6.4,8,18%,0,0.128,15.5,2.79,0,0,109.58
2025-03-07T15:07:33.160Z,GF6135751117,GRILL FACTORY,GFFBRTGR1698734948,"Kundalahalli, Brookfield",Completed,654.52,,0,453,30,24.18,8,18%,0,0.483,52.36,9.43,0,0,420.73
2025-03-07T15:19:40.659Z,GF2949999495,GRILL FACTORY,GFFBRTGR1698734948,Spice garden,Completed,401,,0,238,15,12.66,8,18%,0,0.253,32.08,5.77,0,0,214.89
2025-03-07T15:38:54.128Z,GF1094081780,GRILL FACTORY,GFFBRTGR1698734948,"Kodigehalli, KR Puram",Completed,329.8,,0,199,10,10.46,8,18%,0,0.209,26.38,4.75,0,0,177.66
2025-03-07T16:01:03.048Z,GF9638708455,GRILL FACTORY,GFFBRTGR1698734948,Hope farm,Completed,396.4,,0,311,10,16.06,8,18%,0,0.321,31.71,5.71,0,0,283.26
2025-03-07T16:40:43.875Z,GF9852786278,GRILL FACTORY,GFFBRTGR1698734948,"Sanjeevani enclave, Hagdhur main road",Completed,367.4,,0,261,20,14.059999999999999,8,18%,0,0.281,29.39,5.29,0,0,246.04
2025-03-07T16:56:45.123Z,GF4899247278,GRILL FACTORY,GFFBRTGR1698734948,Pai Layout 2nd cross,Completed,304,,0,223,10,11.66,8,18%,0,0.233,24.32,4.38,0,0,204.07
2025-03-07T17:07:54.037Z,GF3467837735,GRILL FACTORY,GFFBRTGR1698734948,Fortune PG For Gents,Completed,278.8,,0,189,20,10.46,8,18%,0,0.209,22.3,4.01,0,0,182.47
2025-03-07T17:28:34.068Z,GF6472009286,GRILL FACTORY,GFFBRTGR1698734948,Whitefield,Completed,278.8,,0,199,10,10.46,8,18%,0,0.209,22.3,4.01,0,0,182.47
2025-03-07T17:51:29.570Z,GF5106964067,GRILL FACTORY,GFFBRTGR1698734948,Whitefield,Completed,223.34,,0,110,10,6,8,18%,0,0.12,17.87,3.22,0,0,98.8
2025-03-07T17:56:52.888Z,GF1065054818,GRILL FACTORY,GFFBRTGR1698734948,Near Allen Career Institute,Completed,419.14,,0,316,20,16.8,8,18%,0,0.336,33.53,6.04,0,0,296.1
2025-03-07T20:06:16.620Z,GF1051176261,GRILL FACTORY,GFFBRTGR1698734948,Pattandur Agrahara,Completed,231.74,,0,118,10,6.4,8,18%,0,0.128,18.54,3.34,0,0,106.0
2025-03-07T20:16:09.604Z,GF2416023052,GRILL FACTORY,GFFBRTGR1698734948,Shantiniketan,Completed,231.74,,0,118,10,6.4,8,18%,0,0.128,18.54,3.34,0,0,106.0
2025-03-08T06:26:49.438Z,GF7446817613,GRILL FACTORY,GFFBRTGR1698734948,"Behind Prasanth layout, Whitefield",Completed,304,,0,223,10,11.66,8,18%,0,0.233,24.32,4.38,0,0,204.07
2025-03-08T07:46:16.790Z,GF2306156452,GRILL FACTORY,GFFBRTGR1698734948,Whitefield,Completed,526.5999999999999,,0,420,25,22.26,8,18%,0,0.445,42.13,7.58,0,0,394.84
2025-03-08T08:00:23.180Z,GF1011591158,GRILL FACTORY,GFFBRTGR1698734948,Near bagmane neon gate 3,Completed,380,,0,223,10,11.66,8,18%,0,0.233,30.4,5.47,0,0,196.89
2025-03-08T08:29:16.789Z,GF8087020693,GRILL FACTORY,GFFBRTGR1698734948,"Vijay Nagar, Whitefield",Completed,260.94,,0,182,10,9.6,8,18%,0,0.192,20.88,3.76,0,0,167.18
2025-03-08T08:37:38.031Z,GF1565990749,GRILL FACTORY,GFFBRTGR1698734948,Near APC Store,Completed,548.64,,0,446,20,23.3,8,18%,0,0.466,43.89,7.9,0,0,413.74
2025-03-08T08:59:56.169Z,GF7628720234,GRILL FACTORY,GFFBRTGR1698734948,Ambekar nagar,Completed,304,,0,223,10,11.66,8,18%,0,0.233,24.32,4.38,0,0,204.07
2025-03-08T10:54:01.490Z,GF6394500792,GRILL FACTORY,GFFBRTGR1698734948,Kamadhenu Nagar,Completed,266,,0,103,10,5.66,8,18%,0,0.113,21.28,3.83,0,0,87.78
2025-03-08T12:40:36.999Z,GF1070358681,GRILL FACTORY,GFFBRTGR1698734948,Whitefield,Completed,319.73999999999995,,0,228,20,12.4,8,18%,0,0.248,25.58,4.6,0,0,217.57
2025-03-08T13:10:06.717Z,GF4297540209,GRILL FACTORY,GFFBRTGR1698734948,Nallurhalli,Completed,582.74,,0,458,10,23.4,8,18%,0,0.468,46.62,8.39,0,0,412.52
2025-03-08T13:51:04.961Z,GF7928899586,GRILL FACTORY,GFFBRTGR1698734948,Kadugodi,Completed,874.14,,0,756,20,38.8,8,18%,0,0.776,69.93,12.59,0,0,692.71
2025-03-08T14:48:45.642Z,GF3072510847,GRILL FACTORY,GFFBRTGR1698734948,Prashant layout,Completed,304,,0,223,10,11.66,8,18%,0,0.233,24.32,4.38,0,0,204.07
2025-03-08T15:01:04.237Z,GF8532017437,GRILL FACTORY,GFFBRTGR1698734948,"Akshaya Layout, Sonnenahalli Colony",Completed,826.26,,0,638,20,32.92,8,18%,0,0.658,66.1,11.9,0,0,579.34
2025-03-08T15:36:11.691Z,GF3094717457,GRILL FACTORY,GFFBRTGR1698734948,Kadugodi,Completed,498.23999999999995,,0,398,20,20.9,8,18%,0,0.418,39.86,7.17,0,0,370.55
2025-03-08T16:47:10.745Z,GF5039192206,GRILL FACTORY,GFFBRTGR1698734948,"Nagondanahalli, Whitefield, Bangalore 560066",Completed,292.44,,0,212,10,11.1,8,18%,0,0.222,23.4,4.21,0,0,194.17
2025-03-08T17:13:07.925Z,GF9869059180,GRILL FACTORY,GFFBRTGR1698734948,"Bangalore , karnataka",Completed,228.4,,0,151,10,8.06,8,18%,0,0.161,18.27,3.29,0,0,139.28
2025-03-08T17:33:28.933Z,GF5389486103,GRILL FACTORY,GFFBRTGR1698734948,Whitefield,Completed,448.7,,0,347,40,19.36,8,18%,0,0.387,35.9,6.46,0,0,344.26
2025-03-08T18:00:18.761Z,GF1765091295,GRILL FACTORY,GFFBRTGR1698734948,Kadugidi,Completed,203,,0,103,10,5.66,8,18%,0,0.113,16.24,2.92,0,0,93.72
2025-03-08T18:00:22.694Z,GF8212479993,GRILL FACTORY,GFFBRTGR1698734948,"White Rose layout,  whitefield",Completed,317,,0,223,10,11.66,8,18%,0,0.233,25.36,4.56,0,0,202.84
2025-03-08T18:35:57.386Z,GF8028436392,GRILL FACTORY,GFFBRTGR1698734948,Whitefield,Completed,332.76,,0,238,10,12.420000000000002,8,18%,0,0.248,26.62,4.79,0,0,216.34
2025-03-08T18:36:30.372Z,GF6955624742,GRILL FACTORY,GFFBRTGR1698734948,Munnekolal,Completed,634.74,,0,478,10,24.4,8,18%,0,0.488,50.78,9.14,0,0,427.59
2025-03-08T18:39:41.686Z,GF8206662895,GRILL FACTORY,GFFBRTGR1698734948,Brookbond layout,Completed,291.8,,0,199,10,10.46,8,18%,0,0.209,23.34,4.2,0,0,181.25
2025-03-08T20:50:35.106Z,GF1068145447,GRILL FACTORY,GFFBRTGR1698734948,Spring dale layout Whitefield vijaynagar,Completed,342.2,,0,247,10,12.86,8,18%,0,0.257,27.38,4.93,0,0,224.44
2025-03-09T07:29:07.948Z,GF1073362565,GRILL FACTORY,GFFBRTGR1698734948,Near bagmane neon gate 3,Completed,380,,0,213,20,11.66,8,18%,0,0.233,30.4,5.47,0,0,196.89
2025-03-09T07:34:38.408Z,GF8155647785,GRILL FACTORY,GFFBRTGR1698734948,Near Mahaveer kings place,Completed,593.14,,0,486,10,24.799999999999997,8,18%,0,0.496,47.45,8.54,0,0,439.51
2025-03-09T07:48:34.416Z,GF5780218950,GRILL FACTORY,GFFBRTGR1698734948,Munnekolal,Completed,544.74,,0,398,10,20.4,8,18%,0,0.40800000000000003,43.58,7.84,0,0,356.17
2025-03-09T08:02:57.409Z,GF8180563794,GRILL FACTORY,GFFBRTGR1698734948,pattandur agrahara,Completed,304,,0,223,10,11.66,8,18%,0,0.233,24.32,4.38,0,0,204.07
2025-03-09T08:15:01.104Z,GF9601273038,GRILL FACTORY,GFFBRTGR1698734948,Krishna kuteer Phase 2 Road,Completed,418.46,,0,317,25,17.12,8,18%,0,0.342,33.48,6.03,0,0,302.16
2025-03-09T08:30:27.563Z,GF8699250290,GRILL FACTORY,GFFBRTGR1698734948,"Nallurahalli Main road, Pattandur Agrahara",Completed,350,,0,238,15,12.66,8,18%,0,0.253,28,5.04,0,0,219.71
2025-03-09T08:53:05.464Z,GF1021578754,GRILL FACTORY,GFFBRTGR1698734948,Brookebond,Completed,286.8,,0,199,10,10.46,8,18%,0,0.209,22.94,4.13,0,0,181.72
2025-03-09T08:55:35.953Z,GF3075083842,GRILL FACTORY,GFFBRTGR1698734948,1st cross road,Completed,311.34,,0,220,20,12,8,18%,0,0.24,24.91,4.48,0,0,210.37
2025-03-09T09:00:07.964Z,GF1010482061,GRILL FACTORY,GFFBRTGR1698734948,Pattandur Agrahara,Completed,352.7,,0,247,20,13.360000000000001,8,18%,0,0.267,28.22,5.08,0,0,233.44
2025-03-09T09:40:58.538Z,GF9361341424,GRILL FACTORY,GFFBRTGR1698734948,White rose layout,Completed,498.26,,0,398,20,20.92,8,18%,0,0.418,39.86,7.17,0,0,370.55
2025-03-09T09:49:21.260Z,GF4048104919,GRILL FACTORY,GFFBRTGR1698734948,Belathur,Completed,317,,0,213,20,11.66,8,18%,0,0.233,25.36,4.56,0,0,202.84
2025-03-09T10:01:53.127Z,GF1012399332,GRILL FACTORY,GFFBRTGR1698734948,Whitefield,Completed,396.4,,0,306,15,16.06,8,18%,0,0.321,31.71,5.71,0,0,283.26
2025-03-09T10:32:16.350Z,GF5452524561,GRILL FACTORY,GFFBRTGR1698734948,"Maithri layout, near hopfarm function, 560067",Completed,438.4,,0,341,20,18.060000000000002,8,18%,0,0.361,35.07,6.31,0,0,319.25
2025-03-09T10:44:32.788Z,GF5786689301,GRILL FACTORY,GFFBRTGR1698734948,Chinnappanahalli,Completed,380,,0,213,20,11.66,8,18%,0,0.233,30.4,5.47,0,0,196.89
2025-03-09T10:52:08.322Z,GF4179435082,GRILL FACTORY,GFFBRTGR1698734948,"Pattandur agrahara,whitefield",Completed,311,,0,223,10,11.66,8,18%,0,0.233,24.88,4.48,0,0,203.41
2025-03-09T11:09:49.195Z,GF1367853531,GRILL FACTORY,GFFBRTGR1698734948,Ambedkar Nagar,Completed,538.14,,0,446,10,22.799999999999997,8,18%,0,0.456,43.05,7.75,0,0,404.74
2025-03-09T11:11:48.139Z,GF6048408394,GRILL FACTORY,GFFBRTGR1698734948,Ambedkar Nagar,Completed,538.14,,0,446,10,22.799999999999997,8,18%,0,0.456,43.05,7.75,0,0,404.74
2025-03-09T11:48:53.178Z,GF1145555721,GRILL FACTORY,GFFBRTGR1698734948,Ntg,Completed,470.73999999999995,,0,358,10,18.4,8,18%,0,0.368,37.66,6.78,0,0,323.19
2025-03-09T11:48:53.516Z,GF7053214307,GRILL FACTORY,GFFBRTGR1698734948,Seegehalli,Completed,483.73999999999995,,0,358,10,18.4,8,18%,0,0.368,38.7,6.97,0,0,321.97
2025-03-09T12:11:53.451Z,GF8992266166,GRILL FACTORY,GFFBRTGR1698734948,Mahadevapura Main Road,Completed,575.74,,0,398,10,20.4,8,18%,0,0.40800000000000003,46.06,8.29,0,0,353.24
2025-03-09T12:19:41.242Z,GF2853135149,GRILL FACTORY,GFFBRTGR1698734948,Maithri Layout,Completed,304,,0,223,10,11.66,8,18%,0,0.233,24.32,4.38,0,0,204.07
